2289427,1,4.32
2289428,2,4.323
2289429,3,4.317
2289430,4,4.32
2289431,5,4.32
2289432,6,4.32
2289433,7,4.32
2289434,8,4.32
2289435,9,8.64
2289435,10,8.64
2289436,11,4.32
2289437,12,4.32
2289438,13,4.32
2289439,14,4.32
2289440,15,4.32
2289441,16,4.32
2289442,17,4.32
2289443,18,4.32
2289444,19,4.32
2289445,20,4.32
2289446,21,4.32
2289447,22,4.32
2289448,23,4.32
2289449,24,4.32
2289450,25,4.32
2289451,26,4.32
2289452,27,4.32
2289453,28,4.32
2289454,29,4.32
2289455,30,4.32
2289455,31,4.32
2289456,32,4.32
2289457,33,4.32
2289458,34,4.32
2289459,35,4.32
2289460,36,4.32
2289461,37,4.32
2289462,38,4.32
2289463,39,4.32
2289464,40,8.64
2289465,41,4.32
2289466,42,8.645
2289467,43,4.315
2289468,44,4.32
2289469,45,4.32
2289470,46,4.32
2289471,47,4.32
2289472,48,4.32
2289473,49,4.32
2289474,50,4.32
2289475,51,4.32
2289476,52,4.32
2289477,53,4.32
2289478,54,4.32
2289479,55,4.32
2289480,56,4.32
2289481,57,4.32
2289482,58,4.32
2289483,59,4.32
2289484,60,4.32
2289485,61,4.32
2289486,62,4.32
2289487,63,4.32
2289488,64,4.32
2289489,65,4.32
2289490,66,4.32
2289491,67,4.32
2289492,68,4.32
2289493,69,4.32
2289494,70,4.32
2289494,71,4.32
2289495,72,4.32
2289495,73,4.32
2289496,74,4.32
2289497,75,8.64
2289498,76,4.32
2289499,77,4.32
2289500,78,8.64
2289501,79,8.64
2289502,80,4.32
2289502,81,4.32
2289503,82,4.32
2289504,83,8.64
2289505,84,4.32
2289506,85,4.32
2289507,86,4.32
2289508,87,4.32
2289508,88,4.32
2289509,89,4.32
2289510,90,4.32
2289511,91,4.32
